inputs,prediction,expected_output,score,cost
"Passage: In 1989 Ricklefs was elected a Fellow of the Australian Academy of the Humanities. The Government of Australia awarded him in 2001 the Centenary Medal for service to Australian society and the humanities in the study of Indonesia. In 2010 he was elected as an erelid  of the Netherlands Koninklijk Instituut voor Taal-, Land- en Volkenkunde, one of only eight people currently recognised in this way. He was awarded the 2015 George McT. Kahin Prize of the Association for Asian Studies, ‘given biennially to an outstanding scholar of Southeast Asian studies from any discipline or country specialization to recognize distinguished scholarly work on Southeast Asia beyond the author's first book' for his work Islamisation and its opponents in Java: A political, social, cultural and religious history, c. 1930 to the present . In 2016 the Indonesian Ministry of Education and Culture presented Professor Ricklefs with its prestigious Cultural Award . In June 2017, Professor Ricklefs was made a member of the Order of Australia.
Question: How many other ppl in the Netherlands are also recognized in the same way as he is, like??
Answer:",7,7|8,1.0,0.01631805
"Passage: For the third straight week, the game got off to an ominous start for the Jets, as Chad Pennington was intercepted by Brian Williams on the Jets' first possession. Byron Leftwich then completed a short pass to Fred Taylor, who turned it into a 32-yard gain. Two plays later, Maurice Jones-Drew scored on a 6-yard touchdown run. After forcing a punt, Jacksonville wasted no time tacking onto their lead, with Leftwich completing passes to Reggie Williams and George Wrighster for long gains. Taylor would then score on a 13-yard touchdown run for a 14-0 Jaguars lead. Early in the second quarter, the Jets attempted a punt, but the Jaguars' Gerald Sensabaugh blocked it, and Jorge Cordova recovered at the Jets' 8-yard line. Three plays later, Jones-Drew scored on a 4-yard touchdown run, surviving a challenge by the Jets. It only snowballed from there, as Pennington was intercepted by Terry Cousin on the next possession, and Leftwich flipped a 1-yard touchdown pass to Wrighster. Jacksonville would add a Josh Scobee 43-yard field goal early in the second half, and after Deon Grant intercepted Pennington, Leftwich threw a 16-yard touchdown pass to Williams for a 38-0 lead. The Jets' lone scoring chance in the second half was stopped when Leon Washington was stuffed on a 4th-and-goal from the Jaguars' 1-yard line early in the fourth quarter. The Jets were stopped on fourth down on their next possession when Pennington's scramble fell a yard short, and Scobee added a 40-yard field goal to close the scoring. On the Jets' final possession, backup rookie quarterback Kellen Clemens made his first appearance under center, but the drive ended badly when he was sacked by Montavious Stanley and Nick Greisen recovered.
Question: How many yarrds was the second longest td run??
Answer:",6,6|4,1.0,0.0090279
"Passage: Cooper was selected to represent the US at the inaugural Goodwill games, held in Moscow in July 1986. North Carolina States Kay Yow served as head coach. The team opened up with a 72–53 win over Yugoslavia, and followed that with a 21-point win over Brazil 91–70.  The third game was against Czechoslovakia and would be much closer. Cheryl Miller was the scoring leader in this game, scoring 26 points to help the US to a 78–70 victory.  The US faced Bulgaria in the semi-final match up, and again won, this time 67–58. This set up the final against the Soviet Union, led by 7-foot-2 Ivilana Semenova, considered the most dominant player in the world. The Soviet team, had a 152–2 record in major international competition over the prior three decades, including an 84–82 win over the US in the 1983 World Championships. The Soviets held the early edge, leading 21–19 at one time, before the US went on a scoring run to take a large lead they did not relinquish.  The final score was 83–60 in favor of the USA, earning the gold medal for the US squad.  Cooper  averaged 2.0 points per game.
Question: How many more points did the US win over the Soviets 83-60 in the final score?? 🤔
Answer:",23,13|23,1.0,0.015374400000000002
"Passage: Still trying to get their first win of the year, the Dolphins went home for a Week 13 AFC East rematch with the throwback-clad New York Jets.  In the first quarter, Miami trailed early as Jets RB Leon Washington got an 18-yard TD run.  The Dolphins ended the period with kicker Jay Feely getting a 53-yard field goal.  In the second quarter, Miami drew closer as Feely kicked a 44-yard field goal, yet New York replied with kicker Mike Nugent getting a 29-yard field goal.  Afterwards, the Dolphins took the lead as CB Michael Lehan returned a fumble 43 yards for a touchdown.  However, the Jets regained the lead with QB Kellen Clemens completing a 19-yard TD pass to WR Brad Smith, along with Nugent kicking a 40-yarder and a 35-yard field goal. In the third quarter, New York increased their lead with Nugent kicking a 35-yard field goal for the only score of the period.  In the fourth quarter, the Jets sealed the win with RB Thomas Jones getting a 1-yard TD run, Nugent nailing a 26-yard field goal, and Washington getting a 12-yard TD run. With the loss, Miami fell to 0-12, and have lost 15 straight games dating back to game 14 of last season. This also marked the first time since the 2001 Detroit Lions that a team began a season 0-12.
Question: From what distaance did Mike Nugent make 2 field goals???
Answer:",40 yards and 35 yards,35-yard|29-yard and 40-yard and 35-yard and 35-yard and 26-yard,0.14285714285714285,0.014930249999999999
"Passage: Coming off their road win over the Bills, the Texans flew to Lucas Oil Stadium for a Week 9 AFC South duel with the Indianapolis Colts.  Houston would trail early in the first quarter as Colts quarterback Peyton Manning found running back Joseph Addai on a 7-yard touchdown pass, followed by a 22-yard field goal from kicker Matt Stover.  Indianapolis would increase their lead in the second quarter with Stover's 37-yard field goal, yet the Texans closed out the half with kicker Kris Brown nailing a 56-yard field goal. In the third quarter, Houston began to gain ground as quarterback Matt Schaub completed a 1-yard touchdown pass to running back Ryan Moats.  The Texans would take the lead in the fourth quarter as running back Steve Slaton got a 1-yard touchdown run, but the Colts retook the lead with running back Joseph Addai getting a 2-yard touchdown run.  Houston had a chance to tie the game with one second left in regulation, but Brown's 42-yard field goal attempt sailed wide left. In what was another close game resulting in a tough loss, the Texans went into their bye week at 5-4.
Question: Who, like, scored the most touchdwns??
Answer:","Joseph Addai, Ryan Moats, and Steve Slaton each scored 1 touchdown.",Addai|Joseph Addai,0.3076923076923077,0.014842649999999999
"Passage: On October 8, the Chiefs traveled to Glendale, Arizona for their first game in the University of Phoenix Stadium to face the Arizona Cardinals.  Trent Green was still recovering from his concussion, and Arizona's rookie quarterback Matt Leinart made his career start.  The game was broadcast on CBS 1:15pm Arizona time. The game began with Arizona's offense dominating and catching the Chiefs' defense off-guard with a 49-yard touchdown pass to Wide receiver Anquan Boldin, putting the Cardinals on the scoreboard within three minutes of the game. On the opening kickoff, Dante Hall was injured and left the game,  leaving rookie Jeff Webb to return the kicks for the rest of the game, including a 56-yard punt return.  Samie Parker caught a 15-yard touchdown pass, leaving the Chiefs within three points of the Cardinals (17-20).  The play was officially reviewed as the referees initially thought Parker caught the ball out of bounds, but the referees decided it was caught in the endzone. Damon Huard threw Larry Johnson a 78-yard screen pass that would be stopped short of a touchdown when Antrel Rolle twisted Johnson's neck by grabbing his facemask, sending him to the turf motionless for 2&#160;minutes.  Johnson recovered and received a standing ovation.  The NFL fined Rolle $12,500 for his penalty.  It was the second time in the 2006 season in which Rolle had been fined for an illegal tackle.  The play set up Lawrence Tynes' eventual game-winning field goal, leaving the Chiefs with the 23-20 lead. Neil Rackers set up for a kick with less than 15&#160;seconds to play in order to send the 23-20 contest into overtime.  Rackers missed the uprights by a foot with seconds left in the game.
Question: Which team lost the game, like?? 🤔
Answer:","The Arizona Cardinals lost the game, as the Kansas City Chiefs won with a final score of 23-20.",Cardinals|Chiefs,0.13333333333333333,0.013214549999999999
"Passage: All these problems came to a head on 1 June 1648, upon Alexei I's return to Moscow from the Troitse-Sergiyeva Lavra monastery. A crowd of Muscovites surrounded the Tsar and complained about the boyars and prikaz officials. Instead of hearing the petition, the royal bodyguards started dispersing the crowd, pushing them away from the Tsar. This unexpected reaction caused a major outbreak of anger among the people. On 2 June the insurgents burst into the Moscow Kremlin and demanded the surrender of Leontii Pleshcheyev , Duma diak Nazar Chistoy , boyar Boris Morozov  and his brother-in-law Pyotr Trakhaniotov . Morozov commanded the Streltsy  to drive the rioters out of the Kremlin, but they refused. When not acting as the Tsar's bodyguards, the musketeers held artisanal jobs in Moscow. This conflict of interest led them to side with the plight of the townsmen, stating that they, ""...did not want to stand in antagonistic relations with the crowd for the sake of the traitor and tyrant Pleshcheyev."" The people would not hear the Tsar's heartfelt pleas to spare Pleshceyev and, on June 3, Alexei surrendered the official. In their fervor, the crowd did not wait for Pleshcheyev to be executed instead, ""...they cuggeled him so black and blue and with axes they cut him asunder like a fish, the pieces they let lie naked here and there."" The rebels set fire to the White City and Kitai-gorod. They burned between 15,000 and 24,000 houses; between 1700 and 2000 people died in the riot. The rioters split into two groups to target the most hated boyars, diaks, okolnichys, and merchants, killing Nazar Chistoy as he begged for mercy. When rumors spread that Morozov's men had started the fires to antagonize the rioters, the boyar head hunt gained greater momentum.
Question: How many ppl was the max estimat of peeps who died in the riot? 🤔
Answer:",2000,2000,1.0,0.01432485
"Passage: In 1611 a Swedish expeditionary corps under Jacob De la Gardie captured Novgorod. The Novgorodians asked the Swedish king to install one of his sons — Carl Filip or Gustavus Adolphus — as their monarch. In the meantime, Gustavus Adolphus succeeded to the Swedish throne. The young king decided to press his brother's claim to the Russian throne even after the Poles had been expelled from Moscow by a patriotic uprising of 1612 and Mikhail Romanov had been elected a new tsar. While the Swedish statesmen envisaged the creation of a Trans-Baltic dominion extending northwards to Archangelsk and eastwards to Vologda, De la Gardie and other Swedish soldiers, still holding Novgorod and Ingria, saw the war as a reaction for their forces not receiving payment for their succour during the De la Gardie Campaign. In 1613 they advanced towards Tikhvin and laid a siege to the city, but were repelled. The Russian counter-offensive failed to regain Novgorod, however. The Russian tsar refused to commit his troops to battle and the war lumbered on until 1614, when the Swedes captured Gdov. The following year they laid siege to Pskov but Russian generals Morozov and Buturlin held their own until 27 February 1617, when the Treaty of Stolbovo stripped Russia of its access to the Baltic Sea and awarded to Sweden the province of Ingria with the townships of Ivangorod, Jama, Koporye and Noteborg. Novgorod and Gdov were to be restituted to Russia. As a result of the war, Russia was denied access to the Baltic sea for about a century, despite its persistent efforts to reverse the situation. This led to the increased importance of Arkhangelsk for its trading connections with Western Europe.
Question: Which happened first, Gustavus Adolphus succeding to the Swedih throne or his pressing his bro's claim to the Russian throne?? 🤔
Answer:",Gustavus Adolphus succeeding to the Swedish throne happened first.,Gustavus Adolphus succeeded|Gustavus Adolphus,0.4,0.01650705
"Passage: Trying to snap their six-game losing streak, the 49ers flew to Qwest Field for an NFC West rematch on Monday Night Football with the Seattle Seahawks. In the first quarter, the Niners trailed early as Seahawks QB Matt Hasselbeck completed a 1-yard TD pass to TE Will Heller, along with kicker Josh Brown. In the second quarter, San Francisco's struggles continued as RB Maurice Morris gave Seattle a 6-yard TD run for the only score of the period. After a scoreless third quarter, the Seahawks sealed the win and the season-sweep with Hasselbeck completing a 10-yard TD pass to WR D.J. Hackett.
Question: Which player scored the winnin' touchdown??
Answer:",D.J. Hackett,Hasselbeck and D.J. Hackett|Will Heller|D.J. Hackett,1.0,0.015464100000000001
"Passage: Old age pensions were raised by 300 francs per month to 1,700 francs for a single person and to 3,700 francs for a couple, while health insurance benefits were made more widely available to unemployed persons and part-time employees. Housing allocations for the low-paid were raised by 25% in 1981, and in the two years following May 1981 family allowances were increased by 44% for families with 3 children and by 81% for families with 2 children. In 1981, the purchasing power of social transfers went up by 4.5% and by 7.6% in 1982. In addition, the minimum wage (which affected 1.7 million employees) was increased by 15% in real terms between May 1981 and December 1982.
Question: How many moore francs per month did a couple recive than a single person?? 🤔
Answer:",2000,2000,1.0,0.01580055
