inputs,prediction,expected_output,score,cost
"Passage: Coming off their divisional home win over the Browns, the Ravens flew to Gillette Stadium for a Week 4 battle with the New England Patriots.  After Patriots kicker Stephen Gostkowski got a 32-yard field goal in the first quarter, Baltimore got into the game with quarterback Joe Flacco hooking up with wide receiver Derrick Mason on a 20-yard touchdown pass.  In the second quarter, New England came back with quarterback Tom Brady's 1-yard touchdown run and running back Sammy Morris' 12-yard touchdown run. The Ravens would reply in the third quarter with defensive end Terrell Suggs sacking Brady, causing a fumble which rolled into the Patriots' endzone, where defensive end Dwan Edwards would land on it for a touchdown.  New England would come right back with Brady's 14-yard touchdown pass to wide receiver Randy Moss.  Baltimore would play some catch-up in the fourth quarter as Flacco found running back Willis McGahee on a 13-yard touchdown pass, but the Patriots willingly replied with Gostkowski's 33-yard field goal.  Flacco would lead a last-minute drive, but New England's stiffened and came away with the win.
Question: Use only the given passage, output an integer only (no words) to represent How many field goals did Gostkowski kick in the first quarter.
Answer:",response2,1,0,0.00857715
"Passage: Baltimore managed to beat the Jets 10-9 on the 2010 opener, but then lost a poorly-played game against Cincinnati the following week. The Ravens rebounded against the other two division teams, beating Cleveland 24-17 in Week 3 and then Pittsburgh 17-14 in Week 4. The Ravens scored a fine win (31-17) at home against Denver in Week 5. After an overtime loss to New England, they narrowly avoided losing at home to the winless Bills. Next, the Ravens hosted Miami and won 26-10, breaking that teams 4-0 road streak. On Thursday Night, the team headed to Atlanta and lost 26-21 in a game that had some criticizing the officiating. The Ravens finished the season 12-4, second in the division due to a tiebreaker with Pittsburgh, and earning a wild card spot. Baltimore headed to Kansas City and crushed the unprepared Chiefs 30-7, but once again were knocked from the playoffs by Pittsburgh in a hard-fought battle.
Question: Use only the supplied information, output an integer only (no words) to represent How many points did Baltimore beat the Jets by in their first game.
Answer:",response2,1,0,0.009834599999999995
"Passage: Refusing the title of king, Mirwais was called ""Prince of Qandahár and General of the national troops"" by his Afghan countrymen. He died peacefully in November 1715 from natural causes and was succeeded by his brother Abdul Aziz; the latter was murdered later by Mirwais' son Mahmud. In 1720, Mahmud's Afghan forces crossed the deserts of Sistan and captured Kerman. His plan was to conquer the Persian capital, Isfahan. After defeating the Persian army at the Battle of Gulnabad on March 8, 1722, he proceeded to and besieged Isfahan for 6 months, after which it fell. On October 23, 1722, Sultan Husayn abdicated and acknowledged Mahmud as the new Shah of Persia. The majority of the Persian people, however, rejected the Afghan regime as usurpers from the start. For the next seven years until 1729, the Hotaks were the de facto rulers of most of Persia, and the southern and eastern areas of Afghanistan still remained under their control until 1738. The Hotak dynasty was a troubled and violent one from the very start as internecine conflict made it difficult to establish permanent control. The dynasty lived under great turmoil due to bloody succession feuds that made their hold on power tenuous, and after the massacre of thousands of civilians in Isfahan - including more than three thousand religious scholars, nobles, and members of the Safavid family - the Hotak dynasty was eventually removed from power in Persia. On the other hand, the Afghans had also been suppressed by the Iranian Safavid government represented by its governor Gurgin Khan before their uprising in 1709.
Question: Use only the supplied information, output a single uppercase letter A–D only to represent What did Mirwais die of.
Answer:",response2,natural causes,0,0.010004699999999995
"Passage: As of the census of 2000, there were 7,791 people, 3,155 households, and 2,240 families residing in the county.  The population density was 16 people per square mile (6/km²).  There were 3,723 housing units at an average density of 8 per square mile (3/km²).  The racial makeup of the county was 97.63% Race (United States Census), 0.18% Race (United States Census) or Race (United States Census), 1.07% Race (United States Census), 0.19% Race (United States Census), 0.03% Race (United States Census), 0.22% from Race (United States Census), and 0.69% from two or more races.  1.26% of the population were Race (United States Census) or Race (United States Census) of any race. 33.7% were of germans, 13.9% swedish people, 10.1% irish people, 8.8% united states, 7.0% english people and 5.4% Danish people ancestry according to Census 2000.
Question: Use only the supplied information, output an integer only (no words) to represent How many more people were German than from the US or Danish.
Answer:",response2,.3|19.5,0,0.011200349999999993
"Passage: In the 1860s, new neighborhoods Expansion of Jerusalem in the 19th century outside the Old City walls to house pilgrims and relieve the intense overcrowding and poor sanitation inside the city. The Russian Compound and Mishkenot Shaananim were founded in 1860, followed by many others that included Mahane Israel (1868), Nahalat Shiva (1869), German Colony, Jerusalem (1872), Beit David (1873), Mea Shearim (1874), Shimon HaTzadik (1876), Beit Yaakov, Jerusalem (1877), Abu Tor (1880s), American Colony, Jerusalem (1882), Yemin Moshe (1891), and Mamilla, Wadi al-Joz around the turn of the century. In 1867 an American Missionary reports an estimated population of Jerusalem of above 15,000, with 4,000 to 5,000 Jews and 6,000 Muslims. Every year there were 5,000 to 6,000 Russian Christian Pilgrims. In 1872 Jerusalem became the center of a special administrative district, independent of the Syria Vilayet and under the direct authority of Istanbul called the Mutasarrifate of Jerusalem.
Question: Use only the given passage, output an integer only (no words) to represent How many years after the Russian Compound was founded was Mahane Israel. If the founding years are missing, output unknown, and choose values explicitly tied to the Russian Compound and Mahane Israel.
Answer:",response2,8,0,0.009408749999999997
"Passage: Although it failed to dislodge the Burmese from Kengtung and Sipsongpanna at the beginning of the century , Siam never gave up its claims on these lands. They tested the waters in 1849, by raiding as far north as Kengtung. But when the Second Anglo-Burmese War started, the Siamese viewed it as their opportunity to take over the trans-Salween states. In late 1852, a large infantry and elephant force marched from Chiang Mai and launched a two-pronged invasion of Kengtung. Burma couldrespond only after the new king Mindon had seized power in February 1853. Because he was still concerned about the British threat, Mindon could only send several thousand infantry troops from the Mone  garrison to relieve the Siamese siege of Kengtung. With the troops by Kenghung sawbwa, the Burmese eventually drove out the Siamese but only after heavy loss of life. In 1854, the largest Siamese invasion force, consisted of Laotian levies, tried once more. But this time, with the British front quiet, the Burmese were ready. Mindon had deployed a larger, well-equipped army . The Siamese forces again reached Kengtung but could not break through. The Siamese forces withdrew to the border in May 1855.
Question: Use only the given passage, output an integer only (no words) to represent How many animal forces did the Siamese take with them in 1852. If the information is insufficient, output unknown, and choose values explicitly tied to the Siamese in 1852.
Answer:",response2,1|a large elephant force,0,0.010429499999999994
"Passage: Birth registration of Bahrain is available from 1976, death registration started in 1990. Between 1976 and 2011 the number of baby births roughly doubled but the birth rate of babies decreased from 32 to 13 per 1,000. The death rate of Bahrain  is among the lowest in the world.
Question: Use only the given passage, output an integer only (no words) to represent How many year time span did births roughly double in Bahrain.
Answer:",response2,35,0,0.0086628
"Passage: Coming off their bye week, the Colts flew to the Edward Jones Dome for a Week 7 interconference duel with the St. Louis Rams.  Indianapolis came out of the gates early in the first quarter as quarterback Peyton Manning completed a six-yard touchdown pass to wide receiver Reggie Wayne.  The Rams would respond with a 30-yard field goal from kicker Josh Brown, yet the Colts answered with Manning hooking up with tight end Dallas Clark on a 22-yard touchdown pass.  Afterwards, running back Joseph Addai would acquire the only score of the second quarter with a six-yard touchdown. St. Louis would begin the third quarter with Brown booting a 45-yard field goal, yet Indianapolis calmly responded with rookie cornerback Jacob Lacey returning an interception 35 yards for a touchdown.  Afterwards, the Colts closed out the game with Manning finding rookie wide receiver Austin Collie on an eight-yard touchdown pass and running back Chad Simpson getting a 31-yard touchdown run. With the win, Indianapolis improved to 6-0 and increased their winning streak to 14 games.
Question: Use only the supplied information, output a single uppercase letter A–D only to represent which team scored in the second quarter.
Answer:",response2,Indianapolis|Colts,0,0.009747749999999996
"Passage: Coming off their overtime road win over the Jets, the Redskins went home for an NFC East rematch with the Philadelphia Eagles. In the first quarter, the Redskins trailed early as Eagles quarterback Donovan McNabb completed a 4-yard touchdown pass to running back Brian Westbrook for the only score in the quarter. In the second quarter, the Redskins took the lead when quarterback Jason Campbell hooked up with wide receiver James Thrash on a 4-yard touchdown pass (with a failed PAT) and a 12-yard touchdown pass (with a failed 2-point conversion). In the third quarter, the Redskins increased their lead with kicker Shaun Suisham getting a 23-yard field goal. Philadelphia managed to draw close with McNabb completing an 8-yard touchdown pass to tight end L.J. Smith (with a failed 2-point conversion). In the fourth quarter, the Redskins padded its lead with Campbell completing a 6-yard touchdown pass to wide receiver Keenan McCardell, yet the Eagles answered with McNabb's 45-yard touchdown pass to wide receiver Reggie Brown. The Redskins tried to pull away as Suisham nailed a 21-yard field goal. However, Philadelphia sealed the win with Westbrook turning a 57-yard reception and a 10-yard run into touchdowns. With the loss, the Redskins fell to 5-4. This would turn out to be Sean Taylor's last game that he would ever play in: He sustained an injury that kept him from playing in the last two games before his death.
Question: Use only the supplied information, output an integer only (no words) to represent How many losses did the Redskins come into this game with.
Answer:",response2,3,0,0.00788865
"Passage: There were 58,110 households, of which 25.8% had children under the age of 18 living with them, 40.6% were married couples living together, 9.7% had a female householder with no husband present, and 46.1% were non-families. 31.7% of all households were made up of individuals and 9.4% had someone living alone who was 65 years of age or older. The average household size was 2.27 and the average family size was 2.87. In the city, the population was 20.3% under the age of 18, 17.3% from 18 to 24, 28.5% from 25 to 44, 21.8% from 45 to 64, and 12.1% who were 65 years of age or older. The median age was 33 years. For every 100 females, there were 96.0 males. For every 100 females age 18 and over, there were 94.0 males. The median income for a household in the city was $35,850, and the median income for a family was $48,527. Males had a median income of $35,549 versus $26,721 for females. The per capita income for the city was $21,315. About 8.7% of families and 17.1% of the population were below the poverty line, including 14.8% of those under age 18 and 7.1% of those age 65 or over.
Question: Use only the supplied information, output an integer only (no words) to represent How many percent were not 65 years of age or older.
Answer:",response1,87.9,0,0.0083292
"Passage: The first 30 sports were announced by the Singapore National Olympic Council on 10 December 2013 on the sidelines of the 27th SEA Games in Myanmar. It announced then that there was room for as many as eight more sports. On 29 April 2014, the final six sports, namely boxing, equestrian, floorball, petanque, rowing and volleyball were added to the programme. Floorball will feature in the event for the first time after being a demonstration sport in the 2013 edition. In its selection of events, the organising committee indicated their desire to set a model for subsequent games in trimming the number of ""traditional"" sports to refocus on the SEAG's initial intent to increase the level of sporting excellence in key sports. Hence, despite room for up to eight traditional sports, only two, floorball and netball, were included in the programme. Amongst the other 34 sports, 24 are Olympic sports and all remaining sports are featured in the Asian Games. The 2015 Southeast Asian Games programme was featured 402 events in 36 sports and disciplines. The number of events in each discipline is noted in parentheses.
Question: Use only the supplied information, output an integer only (no words) to represent How many sports will be an event for the first time.
Answer:",response2,1,0,0.009917849999999995
"Passage: Polin succeeded ambassador Antoine de Rincon  in Constantinople. In early 1542, Polin successfully negotiated the details of a Franco-Ottoman alliance for the Italian War of 1542-1546, with the Ottoman Empire promising to send 27,500 troops against the territories of the Spanish king Ferdinand, as well as 110 galleys against Charles, while France promised to attack Flanders, harass the coasts of Spain with a naval force, and send 40 galleys to assist the Turks for operations in the Levant. Polin tried to convince Venice to join the alliance, but in vain. The execution of the alliance would most notably lead to the Franco-Ottoman Siege of Nice in 1543. In July 1543, Polin sailed on board the Ottoman fleet of Barbarossa to the Île Saint-Honorat in the Lérins Islands off Cannes on 5 July 1543, only to find very little ready for the offensive on the French side. Polin went to see king Francis I of France to obtain troops, which led to the Siege of Nice in August 1543. Polin supervised the wintering of the Ottomans at Toulon.
Question: Use only the supplied information, to represent Who did not join the alliance at Polin's request.
Answer:",response2,Venice,0,0.010513349999999994
"Passage: As of the census of 2000, there were 49,927 people, 18,009 households, and 12,192 families residing in the county.  The population density was 48 people per square mile (19/km²).  There were 24,505 housing units at an average density of 24 per square mile (9/km²).  The racial makeup of the county was 97.03% Race (United States Census), 0.72% Race (United States Census) or Race (United States Census), 0.28% Race (United States Census), 0.72% Race (United States Census), 0.37% from Race (United States Census), and 0.88% from two or more races.  0.91% of the population were Hispanics in the United States or Race (United States Census) of any race. 22.3% identified as being of Germans, 16.6% English people, 13.8% Irish people, 11.9% United States and 7.0% Italian people ancestry according to Census 2000. 96.5% spoke English language and 1.3% Spanish language as their first language.
Question: Use only the supplied information, output an integer only (no words) to represent How many more people are there than housing units.
Answer:",response2,25422,0,0.00771855
"Passage: When Major General Nathanael Greene took command in the South, Marion and Lieutenant Colonel Henry Lee were ordered in January 1781, to attack Georgetown but were unsuccessful. In April they took Fort Watson and in May they captured Fort Motte, and succeeded in breaking communications between the British posts in the Carolinas. On August 31, Marion rescued a small American force trapped by 500 British soldiers, under the leadership of Major C. Fraser. For this action he received the thanks of the Continental Congress. Marion commanded the right wing under General Greene at the Battle of Eutaw Springs. In January 1782, he was elected to a new State Assembly at Jacksonborough and left his troops to take up his seat. During his absence his brigade grew disheartened, particularly after a British sortie from Charleston, and there was reportedly a conspiracy to turn him over to the British. But in June of that year, he put down a Loyalist uprising on the banks of the Pee Dee River. In August he left his brigade and returned to his plantation. In 1782, the British Parliament suspended offensive operations in America, and in December 1782, the British withdrew their garrison from Charleston. The war was brought to an end by the Treaty of Paris.
Question: Use only the given passage, output an integer only (no words) to represent How many months after Marion rescued a small American force was he elected to the new State Assembly. Choose values explicitly tied to Marion's rescue and election events.
Answer:",response2,5|4|3,0,0.010684649999999993
